8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,3,3,3,3,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,6,0,0,0,7,8,8,8,8
8,8,8,5,0,0,0,4,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,12,0,0,0,11,8,8,8,8
8,8,8,9,0,0,0,10,8,8,8,8
8,8,8,8,12,0,0,0,11,8,8,8
8,8,8,8,9,0,0,0,10,8,8,8
8,8,8,8,8,12,0,0,0,11,8,8
8,8,8,8,8,9,0,0,0,10,8,8
8,8,8,8,8,8,12,0,0,0,11,8
8,8,8,8,8,8,9,0,0,0,10,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,8,2,0,0,1,8
8,8,8,8,8,8,6,0,0,0,7,8
8,8,8,8,8,8,5,0,0,0,4,8
8,8,8,8,8,6,0,0,0,7,8,8
8,8,8,8,8,5,0,0,0,4,8,8
8,8,8,8,6,0,0,0,7,8,8,8
8,8,8,8,5,0,0,0,4,8,8,8
8,8,8,6,0,0,0,7,8,8,8,8
8,8,8,5,0,0,0,4,8,8,8,8
8,8,6,0,0,0,7,8,8,8,8,8
8,8,5,0,0,0,4,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,12,0,0,1,8,8,8,8,8,8
8,8,9,0,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,12,0,1,8,8,8,8,8,8
8,8,8,9,0,1,8,8,8,8,8,8
8,8,8,8,2,1,8,8,8,8,8,8
8,8,8,8,2,1,8,8,8,8,8,8
8,8,8,8,2,1,8,8,8,8,8,8
8,8,8,6,0,0,11,8,8,8,8,8
8,8,8,5,0,0,10,8,8,8,8,8
8,8,6,0,0,0,0,11,8,8,8,8
8,8,5,0,0,0,0,10,8,8,8,8
8,8,2,0,0,0,0,1,8,8,8,8
8,8,2,0,0,0,0,1,8,8,8,8
8,8,2,0,0,0,0,1,8,8,8,8
8,8,2,0,0,0,0,1,8,8,8,8
8,8,2,0,0,0,0,1,8,8,8,8
8,8,2,0,0,0,0,1,8,8,8,8
8,8,2,0,0,0,0,1,8,8,8,8
8,8,2,0,0,0,0,7,8,8,8,8
8,8,2,0,0,0,0,4,8,8,8,8
8,8,12,0,0,0,7,8,8,8,8,8
8,8,9,0,0,0,4,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,1,8,8,8,8,8,8
8,8,8,2,0,0,11,8,8,8,8,8
8,8,8,2,0,0,10,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,6,0,0,0,7,8,8,8,8,8
8,8,5,0,0,0,4,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,2,0,0,1,8,8,8,8,8,8
8,8,12,0,0,0,11,8,8,8,8,8
8,8,9,0,0,0,10,8,8,8,8,8
8,8,8,12,0,0,0,11,8,8,8,8
8,8,8,9,0,0,0,10,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,8,2,0,0,1,8,8,8,8
8,8,8,6,0,0,0,7,8,8,8,8
8,8,8,5,0,0,0,4,8,8,8,8
8,8,6,0,0,0,7,8,8,8,8,8
8,8,5,0,0,0,4,8,8,8,8,8
8,8,2,0,0,7,8,8,8,8,8,8
8,8,2,0,0,4,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,2,0,1,8,8,8,8,8,8,8
8,8,12,0,0,11,8,8,8,8,8,8
8,8,9,0,0,10,8,8,8,8,8,8
8,8,8,12,0,0,11,8,8,8,8,8
8,8,8,9,0,0,10,8,8,8,8,8
8,8,8,8,12,0,0,11,8,8,8,8
8,8,8,8,9,0,0,10,8,8,8,8
8,8,8,8,8,12,0,0,11,8,8,8
8,8,8,8,8,9,0,0,10,8,8,8
8,8,8,8,8,8,2,0,0,11,8,8
8,8,8,8,8,8,12,0,0,10,8,8
8,8,8,8,8,8,9,0,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,8,2,0,1,8,8
8,8,8,8,8,8,6,0,0,7,8,8
8,8,8,8,8,8,5,0,0,4,8,8
8,8,8,8,8,6,0,0,7,8,8,8
8,8,8,8,8,5,0,0,4,8,8,8
8,8,8,8,8,2,0,1,8,8,8,8
8,8,8,8,8,12,0,0,11,8,8,8
8,8,8,8,8,9,0,0,10,8,8,8
8,8,8,8,8,8,12,0,0,11,8,8
8,8,8,8,8,8,5,0,0,4,8,8
8,8,8,8,8,6,0,0,7,8,8,8
8,8,8,8,8,5,0,0,4,8,8,8
8,8,8,8,6,0,0,7,8,8,8,8
8,8,8,8,5,0,0,4,8,8,8,8
8,8,8,6,0,0,1,8,8,8,8,8
8,8,8,5,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,8,2,0,0,1,8,8,8,8,8
8,8,6,0,0,0,0,11,8,8,8,8
8,8,5,0,0,0,0,10,8,8,8,8
8,8,2,0,0,0,0,0,11,8,8,8
8,8,2,0,0,0,0,0,10,8,8,8
8,8,2,0,0,0,0,0,0,11,8,8
8,8,2,0,0,0,0,0,0,10,8,8
8,8,2,0,0,0,0,0,0,1,8,8
8,8,2,0,0,0,0,0,0,1,8,8
8,8,2,0,0,0,0,0,0,1,8,8
8,8,2,0,0,0,0,0,0,1,8,8
8,8,2,0,0,0,0,0,0,1,8,8
8,3,3,3,3,3,3,3,3,3,3,8
8,8,8,8,8,8,8,8,8,8,8,8
